,player_height,player_name,team_conference,team_name,player_height_in
4056,6-7,Levi Bradley,Mid-American - West,N Illinois,79
4057,6-2,Michael Orris,Mid-American - West,N Illinois,74
4058,6-7,Matt Donlan,Horizon League,Youngstown St,79
4059,6-7,Devin Haygood,Horizon League,Youngstown St,79
4060,6-7,Sidney Umude,Horizon League,Youngstown St,79
4061,6-2,Ryan Strollo,Horizon League,Youngstown St,74
4062,5-11,Latin Davis,Horizon League,Youngstown St,71
4063,6-1,Tyler Warford,Horizon League,Youngstown St,73
4064,6-3,Brett Frantz,Horizon League,Youngstown St,75
4065,6-10,Bobby Hain,Horizon League,Youngstown St,82
4066,6-1,Francisco Santiago,Horizon League,Youngstown St,73
4067,6-2,Cameron Morse,Horizon League,Youngstown St,74
4068,6-5,Jordan Andrews,Horizon League,Youngstown St,77
4069,7-0,Jorden Kaufman,Horizon League,Youngstown St,84
4070,6-9,Bryce Nickels,Horizon League,Youngstown St,81
4071,6-7,Mustafa Jones,Northeast Conference,Cent Conn St,79
4072,6-1,Eric Bowles,Northeast Conference,Cent Conn St,73
4073,6-1,Kevin Seymour,Northeast Conference,Cent Conn St,73
4074,6-9,Corey Barrett,Northeast Conference,Cent Conn St,81
4075,6-3,Khalen Cumberlander,Northeast Conference,Cent Conn St,75
4076,6-9,Evan Phoenix,Northeast Conference,Cent Conn St,81
4077,6-4,Shakaris Laney,Northeast Conference,Cent Conn St,76
4078,6-8,Malik Toppin,Northeast Conference,Cent Conn St,80
4079,6-5,Jahlil Nails,Northeast Conference,Cent Conn St,77
4080,6-7,Brandon Peel,Northeast Conference,Cent Conn St,79
4081,6-2,C.J. Rivers,Missouri Valley Conference,Drake,74
4082,5-11,Karl Madison,Missouri Valley Conference,Drake,71
4083,7-0,Jacob Enevold Jensen,Missouri Valley Conference,Drake,84
4084,6-1,Reed Timmer,Missouri Valley Conference,Drake,73
4085,6-0,Graham Woodward,Missouri Valley Conference,Drake,72
4086,6-1,AJ Rutter,Missouri Valley Conference,Drake,73
4087,6-10,Casey Schlatter,Missouri Valley Conference,Drake,82
4088,6-3,Ore Arogundade,Missouri Valley Conference,Drake,75
4089,6-8,Kale Abrahamson,Missouri Valley Conference,Drake,80
4090,6-11,Kory Kuenstling,Missouri Valley Conference,Drake,83
4091,5-11,Terrence Phillips,Southeastern Conference,Missouri,71
4092,6-2,Martavian Payne,Southeastern Conference,Missouri,74
4093,6-9,Johnathan Williams III,Southeastern Conference,Missouri,81
4094,6-0,Tramaine Isabell,Southeastern Conference,Missouri,72
4095,6-7,D'Angelo Allen,Southeastern Conference,Missouri,79
4096,6-3,K.J. Walton,Southeastern Conference,Missouri,75
4097,5-9,Jimmy Barton,Southeastern Conference,Missouri,69
4098,6-5,Namon Wright,Southeastern Conference,Missouri,77
4099,6-0,Wes Clark,Southeastern Conference,Missouri,72
4100,6-8,Jakeenan Gant,Southeastern Conference,Missouri,80
4101,6-7,Kevin Puryear,Southeastern Conference,Missouri,79
4102,6-8,Russell Woods,Southeastern Conference,Missouri,80
4103,6-7,Adam Wolf,Southeastern Conference,Missouri,79
4104,6-4,Cullen VanLeer,Southeastern Conference,Missouri,76
4105,6-10,Hayden Barnard,Southeastern Conference,Missouri,82
4106,6-10,Ryan Rosburg,Southeastern Conference,Missouri,82
4107,6-8,Quadri Moore,American Athletic Conference,Cincinnati,80
4108,6-6,Jacob Evans,American Athletic Conference,Cincinnati,78
4109,6-10,Octavius Ellis,American Athletic Conference,Cincinnati,82
4110,5-10,Justin Jenifer,American Athletic Conference,Cincinnati,70
4111,6-4,Troy Caupain,American Athletic Conference,Cincinnati,76
4112,6-7,Gary Clark,American Athletic Conference,Cincinnati,79
4113,6-7,Tre Scott,American Athletic Conference,Cincinnati,79
4114,6-1,Farad Cobb,American Athletic Conference,Cincinnati,73
4115,6-9,Coreontae DeBerry,American Athletic Conference,Cincinnati,81
4116,6-7,Shaq Thomas,American Athletic Conference,Cincinnati,79
4117,6-3,Kevin Johnson,American Athletic Conference,Cincinnati,75
4118,6-9,Kyle Washington,American Athletic Conference,Cincinnati,81
4119,6-5,Zack Tobler,American Athletic Conference,Cincinnati,77
4120,5-11,Erick Neal,Sun Belt Conference,UT-Arlington,71
4121,6-2,Drew Charles,Sun Belt Conference,UT-Arlington,74
4122,6-2,Kaelon Wilson,Sun Belt Conference,UT-Arlington,74
4123,6-10,Brandon Williams,Sun Belt Conference,UT-Arlington,82
4124,5-11,Colten Gober,Sun Belt Conference,UT-Arlington,71
4125,6-6,Kennedy Eubanks,Sun Belt Conference,UT-Arlington,78
4126,6-5,Julian Harris,Sun Belt Conference,UT-Arlington,77
4127,6-7,Kevin Hervey,Sun Belt Conference,UT-Arlington,79
4128,6-0,Courtney Austin,Sun Belt Conference,UT-Arlington,72
4129,6-7,Nathan Hawkins,Sun Belt Conference,UT-Arlington,79
4130,6-8,Jorge Bilbao,Sun Belt Conference,UT-Arlington,80
4131,6-6,Matt Smith,Western Athletic Conference,CSU Bakersfield,78
4132,6-3,Brent Wrapp,Western Athletic Conference,CSU Bakersfield,75
4133,5-10,Dedrick Basile,Western Athletic Conference,CSU Bakersfield,70
4134,6-4,Kevin Mays,Western Athletic Conference,CSU Bakersfield,76
4135,6-4,Jaylin Airington,Western Athletic Conference,CSU Bakersfield,76
4136,6-8,Ravonn Posey,Western Athletic Conference,CSU Bakersfield,80
4137,6-10,Abdul Ahmed,Western Athletic Conference,CSU Bakersfield,82
4138,6-4,Damiyne Durham,Western Athletic Conference,CSU Bakersfield,76
4139,6-5,Bray Barnes,Western Athletic Conference,CSU Bakersfield,77
4140,6-8,Justin Hollins,Western Athletic Conference,CSU Bakersfield,80
4141,6-9,Aly Ahmed,Western Athletic Conference,CSU Bakersfield,81
4142,5-10,Justin Pride,Western Athletic Conference,CSU Bakersfield,70
4143,6-4,Jace Chacon,Mountain West Conference,Air Force,76
4144,6-7,Dane Norman,Mountain West Conference,Air Force,79
4145,6-3,CJ Siples,Mountain West Conference,Air Force,75
4146,5-11,Dylan Clark,Mountain West Conference,Air Force,71
4147,6-0,Daniel Hummer,Mountain West Conference,Air Force,72
4148,6-3,Zach Kocur,Mountain West Conference,Air Force,75
4149,6-6,Nick Jorgensen,Mountain West Conference,Air Force,78
4150,6-8,Joe Tuss,Mountain West Conference,Air Force,80
4151,6-2,David Louthan,Mountain West Conference,Air Force,74
4152,6-5,David Cooper,Mountain West Conference,Air Force,77
4153,6-3,Malik Abbott,Mountain West Conference,Air Force,75
4154,6-2,Jacob Van,Mountain West Conference,Air Force,74
4155,6-3,Trevor Lyons,Mountain West Conference,Air Force,75
4156,6-2,Pervis Louder,Mountain West Conference,Air Force,74
4157,6-4,Dezmond James,Mountain West Conference,Air Force,76
4158,6-7,Kyle Broekhuis,Mountain West Conference,Air Force,79
4159,6-6,Ryan Manning,Mountain West Conference,Air Force,78
4160,6-7,Frank Toohey,Mountain West Conference,Air Force,79
4161,6-4,Jason Anderson,Mountain West Conference,Air Force,76
4162,6-5,Hayden Graham,Mountain West Conference,Air Force,77
4163,6-8,Brendan Leonard,Mountain West Conference,Air Force,80
4164,6-7,Eric Lewis,Mountain West Conference,Air Force,79
4165,6-11,Zach Moer,Mountain West Conference,Air Force,83
4166,6-5,Derek Sloan,Horizon League,Cleveland State,77
4167,6-2,Andre Yates,Horizon League,Cleveland State,74
4168,6-1,Myles Hamilton,Horizon League,Cleveland State,73
4169,6-7,Jeron Rogers,Horizon League,Cleveland State,79
4170,6-4,Kenny Carpenter,Horizon League,Cleveland State,76
4171,6-7,Jibri Blount,Horizon League,Cleveland State,79
4172,6-4,Terrell Hales,Horizon League,Cleveland State,76
4173,6-3,Rob Edwards,Horizon League,Cleveland State,75
4174,6-6,Dave Goodwater,Horizon League,Cleveland State,78
4175,6-9,Jonothan Janssen,Horizon League,Cleveland State,81
4176,6-4,Tim Hasbargen,Horizon League,Cleveland State,76
4177,6-2,Khyler Fields,Horizon League,Cleveland State,74
4178,5-8,Charlie Lee,Horizon League,Cleveland State,68
4179,6-9,Aaron Scales,Horizon League,Cleveland State,81
4180,6-7,Demonte Flannigan,Horizon League,Cleveland State,79
4181,6-8,Vinny Zollo,Horizon League,Cleveland State,80
4182,6-1,Ka'Darryl Bell,Missouri Valley Conference,Bradley,73
4183,6-7,Donte Thomas,Missouri Valley Conference,Bradley,79
4184,6-3,Warren Jones,Missouri Valley Conference,Bradley,75
4185,6-3,Antoine Pittman,Missouri Valley Conference,Bradley,75
4186,6-8,Auston Barnes,Missouri Valley Conference,Bradley,80
4187,5-11,Joel Okafor,Missouri Valley Conference,Bradley,71
4188,6-10,Davante Cooper,Missouri Valley Conference,Bradley,82
4189,5-10,Jackson Kane,Missouri Valley Conference,Bradley,70
4190,6-8,Luuk van Bree,Missouri Valley Conference,Bradley,80
4191,6-6,Peter Hanley,Missouri Valley Conference,Bradley,78
4192,6-6,Ronnie Suggs,Missouri Valley Conference,Bradley,78
4193,6-3,Dwayne Lautier-Ogunleye,Missouri Valley Conference,Bradley,75
4194,6-8,Scottie James,Missouri Valley Conference,Bradley,80
4195,6-9,Callum Barker,Missouri Valley Conference,Bradley,81
4196,6-8,Mike Shaw,Missouri Valley Conference,Bradley,80
4197,6-8,Alex Foster,Missouri Valley Conference,Bradley,80
4198,6-7,Chris Blake,Missouri Valley Conference,Bradley,79
4199,6-1,Daniel Peace,Sun Belt Conference,Troy,73
4200,6-2,Jeremy Hollimon,Sun Belt Conference,Troy,74
4201,6-3,Wesley Person,Sun Belt Conference,Troy,75
4202,6-0,Kelton Ford,Sun Belt Conference,Troy,72
4203,6-6,Christian Harrison,Sun Belt Conference,Troy,78
4204,6-0,B.J. Miller,Sun Belt Conference,Troy,72
4205,6-8,Jaro Moravek,Sun Belt Conference,Troy,80
4206,6-4,Oskar Reinfelds,Sun Belt Conference,Troy,76
4207,6-7,John Walton III,Sun Belt Conference,Troy,79
4208,6-6,Jordon Varnado,Sun Belt Conference,Troy,78
4209,5-11,Jordan Howard,Sun Belt Conference,Troy,71
4210,6-8,Damion Ottman,Sun Belt Conference,Troy,80
4211,6-8,Aaron Ariri,Sun Belt Conference,Troy,80
4212,6-8,Angel Nunez,West Coast Conference,Gonzaga,80
4213,6-5,Kyle Dranginis,West Coast Conference,Gonzaga,77
4214,6-2,Kevin Pangos,West Coast Conference,Gonzaga,74
4215,6-2,Gary Bell Jr.,West Coast Conference,Gonzaga,74
4216,6-10,Domantas Sabonis,West Coast Conference,Gonzaga,82
4217,6-0,Rem Bakamus,West Coast Conference,Gonzaga,72
4218,6-3,Eric McClellan,West Coast Conference,Gonzaga,75
4219,6-4,Byron Wesley,West Coast Conference,Gonzaga,76
4220,6-2,Leo Roese,West Coast Conference,Gonzaga,74
4221,7-1,Przemek Karnowski,West Coast Conference,Gonzaga,85
4222,7-1,Ryan Edwards,West Coast Conference,Gonzaga,85
4223,6-10,Kyle Wiltjer,West Coast Conference,Gonzaga,82
4224,6-3,Dustin Triano,West Coast Conference,Gonzaga,75
4225,6-8,Phil Cofer,Atlantic Coast Conference,FSU,80
4226,6-3,Devon Bookert,Atlantic Coast Conference,FSU,75
4227,6-4,Benji Bell,Atlantic Coast Conference,FSU,76
4228,6-7,Dwayne Bacon,Atlantic Coast Conference,FSU,79
4229,6-5,Malik Beasley,Atlantic Coast Conference,FSU,77
4230,6-6,Terance Mann,Atlantic Coast Conference,FSU,78
4231,7-3,Boris Bojanovsky,Atlantic Coast Conference,FSU,87
4232,7-4,Jean Marc Christ Koumadje,Atlantic Coast Conference,FSU,88
4233,6-4,Xavier Rathan-Mayes,Atlantic Coast Conference,FSU,76
4234,6-9,Jarquez Smith,Atlantic Coast Conference,FSU,81
4235,6-4,Robbie Berwick,Atlantic Coast Conference,FSU,76
4236,6-5,Michael Saxton,Atlantic Coast Conference,FSU,77
4237,6-8,Montay Brandon,Atlantic Coast Conference,FSU,80
4238,6-6,Brandon Allen,Atlantic Coast Conference,FSU,78
4239,7-1,Michael Ojo,Atlantic Coast Conference,FSU,85
4240,6-4,Thomas Walkup,Southland Conference,SF Austin,76
4241,5-11,Demetrious Floyd,Southland Conference,SF Austin,71
4242,6-7,C.J. Williams,Southland Conference,SF Austin,79
4243,6-0,Jared Johnson,Southland Conference,SF Austin,72
4244,6-5,Ty Charles,Southland Conference,SF Austin,77
4245,6-1,Lasani Johnson,Southland Conference,SF Austin,73
4246,5-9,Trey Pinkney,Southland Conference,SF Austin,69
4247,6-5,Clide Geffrard,Southland Conference,SF Austin,77
4248,6-3,Dallas Cameron,Southland Conference,SF Austin,75
4249,6-4,Payton Stephens,Southland Conference,SF Austin,76
4250,6-7,T.J. Holyfield,Southland Conference,SF Austin,79
4251,6-6,Nathan Bain,Southland Conference,SF Austin,78
4252,6-4,Jonny Dahl,Southland Conference,SF Austin,76
4253,6-1,Tyler Underwood,Southland Conference,SF Austin,73
4254,7-0,Jovan Grujic,Southland Conference,SF Austin,84
4255,6-9,JaQuan Smith,Southland Conference,SF Austin,81
4256,6-0,Maxwell Lenox,Patriot League,Army,72
4257,6-6,Richard Brown,Patriot League,Army,78
4258,5-11,Scott Mammel,Patriot League,Army,71
4259,6-6,Kennedy Edwards,Patriot League,Army,78
4260,6-4,Dylan Cox,Patriot League,Army,76
4261,6-2,David Hellstrom,Patriot League,Army,74
4262,6-4,Travis Waldroup-Rodriguez,Patriot League,Army,76
4263,6-4,Jacob Kessler,Patriot League,Army,76
4264,6-8,Mac Hoffman,Patriot League,Army,80
4265,6-4,Kyle Wilson,Patriot League,Army,76
4266,6-3,Taylor Neal,Patriot League,Army,75
4267,6-6,Luke Morrison,Patriot League,Army,78
4268,6-10,Kevin Ferguson,Patriot League,Army,82
4269,6-7,Tanner Plomb,Patriot League,Army,79
4270,6-6,Larry Toomey,Patriot League,Army,78
4271,6-2,Nathan Dodge,Patriot League,Army,74
4272,6-8,Austin Williamson,Patriot League,Army,80
4273,6-10,Kieffer Jordan,Patriot League,Army,82
4274,6-7,Travis Rollo,Patriot League,Army,79
4275,6-6,Mark Pollack,Patriot League,Army,78
4276,6-9,Jamie Senft,Patriot League,Army,81
4277,6-3,Tanner Omlid,Patriot League,Army,75
4278,6-6,Alex Martin,Ohio Valley - East,Belmont,78
4279,6-3,Austin Luke,Ohio Valley - East,Belmont,75
4280,6-8,Nick Smith,Ohio Valley - East,Belmont,80
4281,6-7,Dylan Windler,Ohio Valley - East,Belmont,79
4282,6-4,Jeff Laidig,Ohio Valley - East,Belmont,76
4283,6-4,Sam Landrith,Ohio Valley - East,Belmont,76
4284,6-3,Taylor Barnette,Ohio Valley - East,Belmont,75
4285,6-4,Burton Sampson,Ohio Valley - East,Belmont,76
4286,6-4,Michael Benkert,Ohio Valley - East,Belmont,76
4287,6-9,Mack Mercer,Ohio Valley - East,Belmont,81
4288,6-2,Kevin McClain,Ohio Valley - East,Belmont,74
4289,6-6,Josh Lester,Ohio Valley - East,Belmont,78
4290,6-8,Amanze Egekeze,Ohio Valley - East,Belmont,80
4291,6-7,Evan Bradds,Ohio Valley - East,Belmont,79
4292,6-10,Tyler Hadden,Ohio Valley - East,Belmont,82
4293,6-11,Seth Adelsperger,Ohio Valley - East,Belmont,83
4294,6-3,Craig Bradshaw,Ohio Valley - East,Belmont,75
4295,6-2,Jaylen Franklin,Southland Conference,Abil Christian,74
4296,6-6,Jaren Lewis,Southland Conference,Abil Christian,78
4297,6-4,B.J. Maxwell,Southland Conference,Abil Christian,76
4298,5-9,Parker Wentz,Southland Conference,Abil Christian,69
4299,6-5,Jovan Crnic,Southland Conference,Abil Christian,77
4300,5-11,Jalen Little,Southland Conference,Abil Christian,71
4301,6-1,Isaiah Tripp,Southland Conference,Abil Christian,73
4302,6-7,Austin Cooke,Southland Conference,Abil Christian,79
4303,6-7,Hayden Farquhar,Southland Conference,Abil Christian,79
4304,6-3,Drake Green,Southland Conference,Abil Christian,75
4305,6-7,Hayden Howell,Southland Conference,Abil Christian,79
4306,6-8,Duran Porter,Southland Conference,Abil Christian,80
4307,6-1,Jerod Martin,Southland Conference,Abil Christian,73
4308,6-2,Paul Jorgensen,Atlantic 10 Conference,G Washington,74
4309,6-7,Anthony Swan,Atlantic 10 Conference,G Washington,79
4310,6-8,Yuta Watanabe,Atlantic 10 Conference,G Washington,80
4311,6-6,Patricio Garino,Atlantic 10 Conference,G Washington,78
4312,6-10,Kevin Larsen,Atlantic 10 Conference,G Washington,82
4313,6-1,Joe McDonald,Atlantic 10 Conference,G Washington,73
4314,6-1,Matt Hart,Atlantic 10 Conference,G Washington,73
4315,6-9,Tyler Cavanaugh,Atlantic 10 Conference,G Washington,81
4316,6-10,Matt Cimino,Atlantic 10 Conference,G Washington,82
4317,6-10,Collin Goss,Atlantic 10 Conference,G Washington,82
4318,5-11,Alex Mitola,Atlantic 10 Conference,G Washington,71
4319,6-1,Jordan Roland,Atlantic 10 Conference,G Washington,73
4320,6-2,Jaren Sina,Atlantic 10 Conference,G Washington,74
4321,6-0,Marquis Wright,Metro Atlantic Athletic Conference,Siena,72
4322,6-8,Willem Brandwijk,Metro Atlantic Athletic Conference,Siena,80
4323,6-5,Ryan Oliver,Metro Atlantic Athletic Conference,Siena,77
4324,6-4,Kenny Wormley,Metro Atlantic Athletic Conference,Siena,76
4325,6-3,Cameron Gottfried,Metro Atlantic Athletic Conference,Siena,75
4326,6-0,Mike Wilson,Metro Atlantic Athletic Conference,Siena,72
4327,6-3,Ryan Kelley,Metro Atlantic Athletic Conference,Siena,75
4328,6-2,Kadeem Smithen,Metro Atlantic Athletic Conference,Siena,74
4329,6-5,Nico Clareth,Metro Atlantic Athletic Conference,Siena,77
4330,6-10,Jimmy Merrill,Metro Atlantic Athletic Conference,Siena,82
4331,6-4,Jimmy Paige,Metro Atlantic Athletic Conference,Siena,76
4332,6-7,Lavon Long,Metro Atlantic Athletic Conference,Siena,79
4333,6-4,Kinnon LaRose,Metro Atlantic Athletic Conference,Siena,76
4334,6-8,Brett Bisping,Metro Atlantic Athletic Conference,Siena,80
4335,6-8,Evan Fisher,Metro Atlantic Athletic Conference,Siena,80
4336,6-9,Imoh Silas,Metro Atlantic Athletic Conference,Siena,81
4337,6-3,Travon Langston,Big Sky Conference,Southern Utah,75
4338,6-3,Trey Kennedy,Big Sky Conference,Southern Utah,75
4339,6-1,John Marshall,Big Sky Conference,Southern Utah,73
4340,6-4,Race Parsons,Big Sky Conference,Southern Utah,76
4341,6-2,James McGee,Big Sky Conference,Southern Utah,74
4342,6-3,Juwan Major,Big Sky Conference,Southern Utah,75
4343,6-7,Christian Thompson,Big Sky Conference,Southern Utah,79
4344,6-8,Casey Oliverson,Big Sky Conference,Southern Utah,80
4345,6-6,A.J. Hess,Big Sky Conference,Southern Utah,78
4346,6-0,Mo Evans,Summit League,IPFW,72
4347,6-6,DeAngelo Stewart,Summit League,IPFW,78
4348,6-4,John Konchar,Summit League,IPFW,76
4349,6-2,Charles Ruise Jr.,Summit League,IPFW,74
4350,6-2,Max Landis,Summit League,IPFW,74
4351,6-2,Michael Calder,Summit League,IPFW,74
4352,5-11,Trevor Osborn,Summit League,IPFW,71
4353,6-9,Xzavier Taylor,Summit League,IPFW,81
4354,6-1,Bryson Scott,Summit League,IPFW,73
4355,6-3,Kason Harrell,Summit League,IPFW,75
4356,6-8,Leo Edwards,Summit League,IPFW,80
4357,6-9,Racine Talla,Summit League,IPFW,81
4358,6-8,Joe Reed,Summit League,IPFW,80
4359,6-8,Brent Calhoun,Summit League,IPFW,80
4360,6-11,Andrew Poulter,Summit League,IPFW,83
4361,6-7,Mickey Mitchell,Big Ten Conference,OSU,79
4362,6-4,Jae'Sean Tate,Big Ten Conference,OSU,76
4363,6-8,Marc Loving,Big Ten Conference,OSU,80
4364,6-4,Austin Grandstaff,Big Ten Conference,OSU,76
4365,6-10,Daniel Giddens,Big Ten Conference,OSU,82
4366,6-10,David Bell,Big Ten Conference,OSU,82
4367,5-9,A.J. Harris,Big Ten Conference,OSU,69
4368,6-5,JaQuan Lyle,Big Ten Conference,OSU,77
4369,6-2,Kam Williams,Big Ten Conference,OSU,74
4370,6-11,Trevor Thompson,Big Ten Conference,OSU,83
4371,6-7,Keita Bates-Diop,Big Ten Conference,OSU,79
4372,6-7,Jake Lorbach,Big Ten Conference,OSU,79
4373,6-4,Devontae Morgan,Colonial Athletic Association,JMU,76
4374,6-7,Shakir Brown,Colonial Athletic Association,JMU,79
4375,6-4,Ron Curry,Colonial Athletic Association,JMU,76
4376,6-2,Winston Grays,Colonial Athletic Association,JMU,74
4377,6-1,Joey McLean,Colonial Athletic Association,JMU,73
4378,6-7,Jackson Kent,Colonial Athletic Association,JMU,79
4379,6-8,Paulius Satkus,Colonial Athletic Association,JMU,80
4380,6-8,Tom Vodanovich,Colonial Athletic Association,JMU,80
4381,6-10,Dimitrije Cabarkapa,Colonial Athletic Association,JMU,82
4382,6-5,Matt Risse,Colonial Athletic Association,JMU,77
4383,6-2,Kevin Kangni,Colonial Athletic Association,JMU,74
4384,6-8,Yohanny Dalembert,Colonial Athletic Association,JMU,80
4385,6-8,Ivan Lukic,Colonial Athletic Association,JMU,80
4386,6-0,Mario Dunn,Big Sky Conference,Montana,72
4387,6-2,Riley Bradshaw,Big Sky Conference,Montana,74
4388,6-8,Martin Breunig,Big Sky Conference,Montana,80
4389,6-8,Fabijan Krslovic,Big Sky Conference,Montana,80
4390,6-6,Gavin DeJong,Big Sky Conference,Montana,78
4391,6-5,Jack Lopez,Big Sky Conference,Montana,77
4392,6-4,Brandon Gfeller,Big Sky Conference,Montana,76
4393,6-10,Bryden Boehning,Big Sky Conference,Montana,82
4394,6-6,Bobby Moorehead,Big Sky Conference,Montana,78
4395,6-1,Michael Oguine,Big Sky Conference,Montana,73
4396,6-7,Jared Samuelson,Big Sky Conference,Montana,79
4397,5-10,Walter Wright,Big Sky Conference,Montana,70
4398,6-7,Kwe Askew,Northeast Conference,LIU Brooklyn,79
4399,6-6,Trevon Woods,Northeast Conference,LIU Brooklyn,78
4400,6-1,Iverson Fleming,Northeast Conference,LIU Brooklyn,73
4401,6-6,Trevin Woods,Northeast Conference,LIU Brooklyn,78
4402,6-0,Elvar Fridriksson,Northeast Conference,LIU Brooklyn,72
4403,6-3,Joel Hernandez,Northeast Conference,LIU Brooklyn,75
4404,6-7,Nura Zanna,Northeast Conference,LIU Brooklyn,79
4405,5-11,Mark Parisi,Northeast Conference,LIU Brooklyn,71
4406,6-3,Martin Hermannsson,Northeast Conference,LIU Brooklyn,75
4407,6-0,Aakim Saintil,Northeast Conference,LIU Brooklyn,72
4408,6-1,Raul Frias,Northeast Conference,LIU Brooklyn,73
4409,6-8,Glenn Feidanga,Northeast Conference,LIU Brooklyn,80
4410,6-7,Jerome Frink,Northeast Conference,LIU Brooklyn,79
4411,6-9,Ganlandou Cisse,Northeast Conference,LIU Brooklyn,81
4412,6-6,Julius Van Sauers,Northeast Conference,LIU Brooklyn,78
4413,6-0,Chris Martin,Northeast Conference,Mt St Mary's,72
4414,6-8,Mawdo Sallah,Northeast Conference,Mt St Mary's,80
4415,6-0,Byron Ashe,Northeast Conference,Mt St Mary's,72
4416,5-7,Junior Robinson,Northeast Conference,Mt St Mary's,67
4417,6-3,Khalid Nwandu,Northeast Conference,Mt St Mary's,75
4418,5-10,Liam McManimon,Northeast Conference,Mt St Mary's,70
4419,6-6,Will Miller,Northeast Conference,Mt St Mary's,78
4420,6-1,Charles Glover,Northeast Conference,Mt St Mary's,73
4421,6-11,Kristijan Krajina,Northeast Conference,Mt St Mary's,83
4422,6-7,Gregory Graves,Northeast Conference,Mt St Mary's,79
4423,6-0,Maalik Howard,Northeast Conference,Mt St Mary's,72
4424,6-9,Troy Henderson,Northeast Conference,Mt St Mary's,81
4425,6-8,Andrew Smeathers,Northeast Conference,Mt St Mary's,80
4426,6-7,Aaron Brown,Northeast Conference,Mt St Mary's,79
4427,6-8,Chris Wray,Northeast Conference,Mt St Mary's,80
4428,6-7,Chris Manning,Northeast Conference,Mt St Mary's,79
4429,7-0,Taylor Danaher,Northeast Conference,Mt St Mary's,84
4430,6-5,Zach Chionuma,Northeast Conference,Bryant,77
4431,6-2,Hunter Ware,Northeast Conference,Bryant,74
4432,6-5,Blake McBride,Northeast Conference,Bryant,77
4433,6-7,Bosko Kostur,Northeast Conference,Bryant,79
4434,6-1,Shane McLaughlin,Northeast Conference,Bryant,73
4435,6-0,Terrill Toe,Northeast Conference,Bryant,72
4436,6-4,Joe O'Shea,Northeast Conference,Bryant,76
4437,5-9,Justin Brickman,Northeast Conference,Bryant,69
4438,6-2,Dyami Starks,Northeast Conference,Bryant,74
4439,6-8,Andrew Scocca,Northeast Conference,Bryant,80
4440,6-8,Ellis Williams,Northeast Conference,Bryant,80
4441,6-8,Gus Riley,Northeast Conference,Bryant,80
4442,6-6,Dan Garvin,Northeast Conference,Bryant,78
4443,6-0,Jalen Archie-Davis,Northeast Conference,Bryant,72
4444,6-4,Curtis Oakley,Northeast Conference,Bryant,76
4445,6-7,Michael Gbinije,Atlantic Coast Conference,Syracuse,79
4446,6-4,Franklin Howard,Atlantic Coast Conference,Syracuse,76
4447,5-10,Shaun Belbey,Atlantic Coast Conference,Syracuse,70
4448,6-2,Mike Sutton,Atlantic Coast Conference,Syracuse,74
4449,6-4,Trevor Cooney,Atlantic Coast Conference,Syracuse,76
4450,6-0,Adrian Autry,Atlantic Coast Conference,Syracuse,72
4451,7-2,Paschal Chukwu,Atlantic Coast Conference,Syracuse,86
4452,5-10,Christian White,Atlantic Coast Conference,Syracuse,70
4453,6-3,Kaleb Joseph,Atlantic Coast Conference,Syracuse,75
4454,6-8,Tyler Lydon,Atlantic Coast Conference,Syracuse,80
4455,6-8,Tyler Roberson,Atlantic Coast Conference,Syracuse,80
4456,6-6,Malachi Richardson,Atlantic Coast Conference,Syracuse,78
4457,6-0,Evan Dourdas,Atlantic Coast Conference,Syracuse,72
4458,5-10,Ky Feldman,Atlantic Coast Conference,Syracuse,70
4459,6-9,DaJuan Coleman,Atlantic Coast Conference,Syracuse,81
4460,6-6,Albert Nassar,Atlantic Coast Conference,Syracuse,78
4461,5-10,Jonathan Radner,Atlantic Coast Conference,Syracuse,70
4462,6-6,Doyin Akintobi-Adeyeye,Atlantic Coast Conference,Syracuse,78
4463,6-9,Chinonso Obokoh,Atlantic Coast Conference,Syracuse,81
4464,6-6,Aaron Robinson,Metro Atlantic Athletic Conference,Quinnipiac,78
4465,6-9,Donovan Smith,Metro Atlantic Athletic Conference,Quinnipiac,81
4466,6-1,Dimitri Floras,Metro Atlantic Athletic Conference,Quinnipiac,73
4467,6-1,Gio McLean,Metro Atlantic Athletic Conference,Quinnipiac,73
4468,6-3,Ayron Hutton,Metro Atlantic Athletic Conference,Quinnipiac,75
4469,6-8,Alain Chigha,Metro Atlantic Athletic Conference,Quinnipiac,80
4470,6-9,Chaise Daniels,Metro Atlantic Athletic Conference,Quinnipiac,81
4471,6-6,Andrew Robinson,Metro Atlantic Athletic Conference,Quinnipiac,78
4472,6-6,Samuel Dingba,Metro Atlantic Athletic Conference,Quinnipiac,78
4473,6-3,Daniel Harris,Metro Atlantic Athletic Conference,Quinnipiac,75
4474,6-10,Will Simonton,Metro Atlantic Athletic Conference,Quinnipiac,82
4475,6-4,James Ford Jr,Metro Atlantic Athletic Conference,Quinnipiac,76
4476,6-4,Greg Tarca,Metro Atlantic Athletic Conference,Quinnipiac,76
4477,6-8,Abdulai Bundu,Metro Atlantic Athletic Conference,Quinnipiac,80
4478,6-3,Isaac Fleming,Big West Conference,Hawaii,75
4479,6-1,Niko Filipovich,Big West Conference,Hawaii,73
4480,6-3,Roderick Bobbitt,Big West Conference,Hawaii,75
4481,5-10,Dyrbe Enos,Big West Conference,Hawaii,70
